#id,name,request_email,notes,home_page,tag_string,valid_email,publication_scheme,_merge
mairie-65019-01,Mairie - Arcizac-Adour,arcizac-adour@wanadoo.fr,"Adresse : Place du 11-Novembre-01918,65360,Arcizac-Adour | Tél : 05 62 45 92 28 | Fax : ",http://www.arcizac-adour.fr,mairie,True,,left_only
mairie-65048-01,Mairie - Aurensan,commune.aurensan@wanadoo.fr,"Adresse : 2 place François-Mitterrand,65390,Aurensan | Tél : 05 62 33 47 33 | Fax : ",,mairie,True,,left_only
mairie-65049-01,Mairie - Auriébat,mairie.auriebat@wanadoo.fr,"Adresse : 1 rue Jean-Claude-Brunet,65700,Auriébat | Tél : 05 62 96 90 19 | Fax : ",,mairie,True,,left_only
mairie-65050-01,Mairie - Avajan,communeavajan@orange.fr,"Adresse : Le Village,65240,Avajan | Tél : 05 62 99 65 83 | Fax : ",http://www.avajan.fr,mairie,True,,left_only
mairie-65051-01,Mairie - Aventignan,mairie-aventignan@orange.fr,"Adresse : Rue Dadan,65660,Aventignan | Tél : 05 62 99 02 24 | Fax : ",,mairie,True,,left_only
mairie-65052-01,Mairie - Averan,averan.mairie@wanadoo.fr,"Adresse : 13 rue Miramont,65380,Averan | Tél : 05 62 45 62 78 | Fax : ",,mairie,True,,left_only
mairie-65053-01,Mairie - Aveux,mairie.aveux@wanadoo.fr,"Adresse : 1 place Cap de las des vignes,65370,Aveux | Tél : 05 62 99 30 89 | Fax : ",,mairie,True,,left_only
mairie-65054-01,Mairie - Avezac-Prat-Lahitte,communeavezacpratlahitte@wanadoo.fr,"Adresse : 19 era Plaça,65130,Avezac-Prat-Lahitte | Tél : 05 62 98 86 41 | Fax : 05 62 39 74 83",,mairie,True,,left_only
mairie-65055-01,Mairie - Ayros-Arbouix,commune.ayrosarbouix@orange.fr,"Adresse : 2 cami Dera-Hount,65400,Ayros-Arbouix | Tél : 05 62 97 52 67 | Fax : ",,mairie,True,,left_only
mairie-65056-01,Mairie - Ayzac-Ost,mairie@ayzac-ost.info,"Adresse : 57 avenue des Pyrénées,65400,Ayzac-Ost | Tél : 05 62 97 26 04 | Fax : ",http://www.ayzac-ost.info,mairie,True,,left_only
mairie-65057-01,Mairie - Azereix,vill-azereix@wanadoo.fr,"Adresse : Place de la Mairie,65380,Azereix | Tél : 05 62 32 86 56 | Fax : 05 62 32 86 57",http://www.azereix.fr,mairie,True,,left_only
mairie-65058-01,Mairie - Azet,mairie.azet@orange.fr,"Adresse : Le Village,65170,Azet | Tél : 05 62 40 08 20 | Fax : 05 62 40 08 20",,mairie,True,,left_only
mairie-65059-01,Mairie - Bagnères-de-Bigorre,cabinet.maire@ville-bagneresdebigorre.fr,"Adresse : 28 place des Vignaux - BP 80156,65201,Bagnères-de-Bigorre Cedex | Tél : 05 62 95 08 05 | Fax : 05 62 91 02 93",http://www.ville-bagneresdebigorre.fr,mairie,True,,left_only
mairie-65060-01,Mairie - Banios,cne.banios@wanadoo.fr,"Adresse : Le Village,65200,Banios | Tél : 05 62 91 16 11 | Fax : ",,mairie,True,,left_only
mairie-65061-01,Mairie - Barbachen,commune.barbachen@orange.fr,"Adresse : Le Village,65140,Barbachen | Tél : 05 62 96 90 25 | Fax : 05 62 96 90 25",http://www.ccara.fr,mairie,True,,left_only
mairie-65063-01,Mairie - Barbazan-Dessus,maire-barbazan-dessus@wanadoo.fr,"Adresse : Place des Loubates,65360,Barbazan-Dessus | Tél : 05 62 35 06 06 | Fax : ",,mairie,True,,left_only
mairie-65064-01,Mairie - Bareilles,commune-de-bareilles@orange.fr,"Adresse : Village,65240,Bareilles | Tél : 05 62 98 67 41 | Fax : ",,mairie,True,,left_only
mairie-65065-01,Mairie - Barlest,mairie.2.barlest@wanadoo.fr,"Adresse : 4 rue du Bourg,65100,Barlest | Tél : 05 62 42 38 44 | Fax : 05 62 42 38 44",,mairie,True,,left_only
mairie-65066-01,Mairie - Barrancoueu,mairie.barrancoueu@orange.fr,"Adresse : 13 rue Saint-Martin,65240,Barrancoueu | Tél : 05 62 40 96 24 | Fax : 05 62 40 96 24",,mairie,True,,left_only
mairie-65067-01,Mairie - Barry,barry.cne@wanadoo.fr,"Adresse : 6 rue de la Mairie,65380,Barry | Tél : 05 62 45 44 64 | Fax : ",,mairie,True,,left_only
mairie-65068-01,Mairie - Barthe,communedebarthe@orange.fr,"Adresse : Quartier Bataille,65230,Barthe | Tél : 05 62 39 82 36 | Fax : ",,mairie,True,,left_only
mairie-65069-01,Mairie - La Barthe-de-Neste,mairie.labarthedeneste@orange.fr,"Adresse : 25 avenue de l'Église,65250,La Barthe-de-Neste | Tél : 05 62 98 21 32 | Fax : 05 62 39 24 68",http://www.mairiedelabarthe.fr,mairie,True,,left_only
mairie-65070-01,Mairie - Bartrès,mairie-bartres@wanadoo.fr,"Adresse : 14 rue de l'Église,65100,Bartrès | Tél : 05 62 42 01 49 | Fax : 09 70 32 40 22",http://www.bartres.com,mairie,True,,left_only
mairie-65071-01,Mairie - Batsère,mairie.batsere@gmail.com,"Adresse : Place Jean-Laforgue,65130,Batsère | Tél : 06 75 05 15 66 | Fax : ",,mairie,True,,left_only
mairie-65072-01,Mairie - Bazet,mairie.bazet@wanadoo.fr,"Adresse : 10 rue du 11-Novembre,65460,Bazet | Tél : 05 62 33 45 50 | Fax : 05 62 33 45 51",,mairie,True,,left_only
mairie-65073-01,Mairie - Bazillac,commune.de.bazillac@orange.fr,"Adresse : 4 place de la Mairie,65140,Bazillac | Tél : 09 60 04 82 86 | Fax : ",,mairie,True,,left_only
mairie-65074-01,Mairie - Bazordan,mairiebazordan@hotmail.fr,"Adresse : 2 rue du Centre-Bourg,65670,Bazordan | Tél : 05 62 99 44 11 | Fax : 05 62 99 44 11",,mairie,True,,left_only
mairie-65075-01,Mairie - Bazus-Aure,mairie-bazus-aure@wanadoo.fr,"Adresse : 6 carrère Guiro,65170,Bazus-Aure | Tél : 05 62 39 96 02 | Fax : ",,mairie,True,,left_only
mairie-65076-01,Mairie - Bazus-Neste,commune-de-bazus-neste@orange.fr,"Adresse : 4 place de la Mairie,65250,Bazus-Neste | Tél : 05 62 98 90 50 | Fax : ",,mairie,True,,left_only
mairie-65077-01,Mairie - Beaucens,mairie.beaucens@wanadoo.fr,"Adresse : 4 rue Arailhes,65400,Beaucens | Tél : 05 62 90 34 19 | Fax : ",http://www.beaucens.fr,mairie,True,,left_only
mairie-65078-01,Mairie - Beaudéan,beaudean.mairie@orange.fr,"Adresse : 4 place de la Mairie,65710,Beaudéan | Tél : 05 62 91 75 05 | Fax : ",,mairie,True,,left_only
mairie-65079-01,Mairie - Bégole,mairie.begole@orange.fr,"Adresse : Route du Village,65190,Bégole | Tél : 05 62 43 00 48 | Fax : 05 62 43 00 48",,mairie,True,,left_only
mairie-65080-01,Mairie - Bénac,mairie-benac@wanadoo.fr,"Adresse : 8 rue du Pic-du-Midi,65380,Bénac | Tél : 05 62 45 42 12 | Fax : 05 62 45 49 54",,mairie,True,,left_only
mairie-65081-01,Mairie - Benqué-Molère,mairie.benque-molere@orange.fr,"Adresse : Benqué - 2 chemin du Pouey,65130,Benqué-Molère | Tél : 05 62 39 16 37 | Fax : ",,mairie,True,,left_only
mairie-65082-01,Mairie - Berbérust-Lias,mairie.berberust-lias@wanadoo.fr,"Adresse : 1 route de Lourdes,65100,Berbérust-Lias | Tél : 05 62 94 17 01 | Fax : ",,mairie,True,,left_only
mairie-65083-01,Mairie - Bernac-Debat,bernac-debat.cne@wanadoo.fr,"Adresse : 16 rue de l'Orient,65360,Bernac-Debat | Tél : 05 62 45 92 32 | Fax : ",,mairie,True,,left_only
mairie-65084-01,Mairie - Bernac-Dessus,mairie.bernac-dessus@wanadoo.fr,"Adresse : 1 eth Trey,65360,Bernac-Dessus | Tél : 05 62 45 91 03 | Fax : ",,mairie,True,,left_only
mairie-65085-01,Mairie - Bernadets-Debat,mairiebernadetsdebat@orange.fr,"Adresse : 14 route de l'Église,65220,Bernadets-Debat | Tél : 05 62 35 63 55 | Fax : 05 62 35 63 55",,mairie,True,,left_only
mairie-65086-01,Mairie - Bernadets-Dessus,bernadets.dessus.mairie@orange.fr,"Adresse : 1 le Padoen,65190,Bernadets-Dessus | Tél : 09 60 00 97 73 | Fax : ",,mairie,True,,left_only
mairie-65087-01,Mairie - Bertren,mairie.bertren@orange.fr,"Adresse : 34 route départementale 825,65370,Bertren | Tél : 05 62 99 31 08 | Fax : ",,mairie,True,,left_only
mairie-65088-01,Mairie - Betbèze,mairie-betbeze@wanadoo.fr,"Adresse : Le Village,65230,Betbèze | Tél : 05 62 99 86 00 | Fax : ",,mairie,True,,left_only
mairie-65089-01,Mairie - Betpouey,mairie.betpouey@orange.fr,"Adresse : Le Village,65120,Betpouey | Tél : 05 62 92 90 08 | Fax : 05 62 92 90 08",http://www.betpouey.net,mairie,True,,left_only
mairie-65090-01,Mairie - Betpouy,mairie-betpouy@wanadoo.fr,"Adresse : Village,65230,Betpouy | Tél : 05 62 39 81 58 | Fax : ",,mairie,True,,left_only
mairie-65091-01,Mairie - Bettes,commune-de-bettes@orange.fr,"Adresse : 4 rue du 19 Mars 01962,65130,Bettes | Tél : 05 62 91 28 21 | Fax : 05 62 91 28 21",,mairie,True,,left_only
mairie-65092-01,Mairie - Beyrède-Jumet,mairie@beyrede-jumet.fr,"Adresse : Le Village,65410,Beyrède-Jumet | Tél : 05 62 98 70 57 | Fax : ",http://www.beyrede-jumet.fr,mairie,True,,left_only
mairie-65093-01,Mairie - Bize,mairie.bize@wanadoo.fr,"Adresse : Le Village,65150,Bize | Tél : 05 62 99 03 21 | Fax : 05 62 99 03 21",,mairie,True,,left_only
mairie-65094-01,Mairie - Bizous,mairie.bizous@wanadoo.fr,"Adresse : Le Village,65150,Bizous | Tél : 05 62 98 91 31 | Fax : 05 62 98 91 31",,mairie,True,,left_only
mairie-65095-01,Mairie - Bonnefont,commune-de-bonnefont@orange.fr,"Adresse : 9 place du Marquis-de-Montespan,65220,Bonnefont | Tél : 05 62 33 62 14 | Fax : 05 62 33 62 14",,mairie,True,,left_only
mairie-65096-01,Mairie - Bonnemazon,mairiedebonnemazon@wanadoo.fr,"Adresse : 460 route de Castillon,65130,Bonnemazon | Tél : 05 62 40 98 91 | Fax : ",,mairie,True,,left_only
mairie-65097-01,Mairie - Bonrepos,mairie-bonrepos@orange.fr,"Adresse : Le Village,65330,Bonrepos | Tél : 05 62 99 76 29 | Fax : 05 62 99 76 29",,mairie,True,,left_only
mairie-65098-01,Mairie - Boô-Silhen,mairiedeboosilhen@orange.fr,"Adresse : 4, route de Silhen,65400,Boô-Silhen | Tél : 05 62 97 03 31 | Fax : 05 62 97 03 31",,mairie,True,,left_only
mairie-65099-01,Mairie - Bordères-Louron,commune-borderes-louron@orange.fr,"Adresse : Route des Cols,65590,Bordères-Louron | Tél : 05 62 99 92 20 | Fax : 05 62 99 92 34",http://www.borderes-louron-ilhan.fr,mairie,True,,left_only
mairie-65100-01,Mairie - Bordères-sur-l'Échez,mairie@ville-borderes-echez.fr,"Adresse : Place Jean-Jaurès,65320,Bordères-sur-l'Échez | Tél : 05 62 38 94 94 | Fax : 05 62 53 11 99",http://www.borderes-echez.fr,mairie,True,,left_only
mairie-65101-01,Mairie - Bordes,communebordes@orange.fr,"Adresse : 6 route Broucassas,65190,Bordes | Tél : 05 62 35 72 93 | Fax : 05 62 35 71 48",http://www.bordes65.fr,mairie,True,,left_only
mairie-65103-01,Mairie - Bouilh-Péreuilh,mairie.bouilh-pereuilh@orange.fr,"Adresse : Le Village,65350,Bouilh-Péreuilh | Tél : 05 62 35 13 88 | Fax : ",,mairie,True,,left_only
mairie-65104-01,Mairie - Boulin,mairie.boulin@orange.fr,"Adresse : 1 route de Tarbes,65350,Boulin | Tél : 05 62 33 20 10 | Fax : ",http://www.boulin.fr,mairie,True,,left_only
mairie-65105-01,Mairie - Bourg-de-Bigorre,mairie.bourgdebigorre@orange.fr,"Adresse : Place du 22-Mars-01962,65130,Bourg-de-Bigorre | Tél : 05 62 39 06 69 | Fax : ",,mairie,True,,left_only
mairie-65106-01,Mairie - Bourisp,communebourisp@orange.fr,"Adresse : Rue de la Fontaine,65170,Bourisp | Tél : 05 62 39 47 49 | Fax : 05 62 39 47 49",http://www.bourisp.fr,mairie,True,,left_only
mairie-65107-01,Mairie - Bourréac,bourreac.mairie@wanadoo.fr,"Adresse : Le Village,65100,Bourréac | Tél : 05 62 42 97 29 | Fax : ",http://www.bourreac.com,mairie,True,,left_only
mairie-65108-01,Mairie - Bours,mairie.bours65@orange.fr,"Adresse : 1 rue de la République,65460,Bours | Tél : 05 62 37 62 80 | Fax : 09 70 62 58 00",http://www.mairie-bours65.fr,mairie,True,,left_only
mairie-65109-01,Mairie - Bramevaque,mairiebramevaque@wanadoo.fr,"Adresse : Village,65370,Bramevaque | Tél : 05 62 39 37 75 | Fax : 05 62 39 37 75",,mairie,True,,left_only
mairie-65110-01,Mairie - Bugard,mairie-bugard@orange.fr,"Adresse : 17 route des Pyrénées,65220,Bugard | Tél : 05 62 35 54 12 | Fax : 05 62 35 54 12",,mairie,True,,left_only
mairie-65112-01,Mairie - Bun,mairie.bun@wanadoo.fr,"Adresse : 9 route des Gaves,65400,Bun | Tél : 05 62 97 01 11 | Fax : ",,mairie,True,,left_only
mairie-65113-01,Mairie - Burg,burg.cne@wanadoo.fr,"Adresse : Quartier-Couziot,65190,Burg | Tél : 05 62 33 11 56 | Fax : ",,mairie,True,,left_only
mairie-65114-01,Mairie - Buzon,mairiedebuzon@nordnet.fr,"Adresse : Le Village,65140,Buzon | Tél : 05 62 96 38 33 | Fax : 05 62 96 38 33",,mairie,True,,left_only
mairie-65115-01,Mairie - Cabanac,cabanac65@orange.fr,"Adresse : Quartier Gerléres - Chemin du Parc,65350,Cabanac | Tél : 05 62 35 19 45 | Fax : 05 62 35 19 45",,mairie,True,,left_only
mairie-65116-01,Mairie - Cadéac,mairie.cadeac@orange.fr,"Adresse : Place de la Fontaine,65240,Cadéac | Tél : 05 62 98 65 94 | Fax : 05 62 98 65 94",,mairie,True,,left_only
mairie-65117-01,Mairie - Cadeilhan-Trachère,mairie.cadeilhan-trachere@orange.fr,"Adresse : Le Village,65170,Cadeilhan-Trachère | Tél : 05 62 39 56 66 | Fax : ",,mairie,True,,left_only
mairie-65118-01,Mairie - Caharet,perjea@gmail.com,"Adresse : Village,65190,Caharet | Tél : 05 62 39 01 00 | Fax : ",,mairie,True,,left_only
mairie-65119-01,Mairie - Caixon,mairiecaixon@orange.fr,"Adresse : 1 rue de la Mairie,65500,Caixon | Tél : 05 62 96 21 18 | Fax : ",,mairie,True,,left_only
mairie-65120-01,Mairie - Calavanté,mairie.calavante@orange.fr,"Adresse : 6 rue du Centre,65190,Calavanté | Tél : 05 62 35 07 37 | Fax : ",http://www.calavante.fr,mairie,True,,left_only
mairie-65121-01,Mairie - Camalès,m.camales@wanadoo.fr,"Adresse : 4 place de la Mairie,65500,Camalès | Tél : 05 62 96 81 00 | Fax : 05 62 96 81 00",,mairie,True,,left_only
mairie-65122-01,Mairie - Camous,mairie.camous@orange.fr,"Adresse : Village,65410,Camous | Tél : 05 62 98 77 38 | Fax : 05 62 98 77 38",,mairie,True,,left_only
mairie-65123-01,Mairie - Campan,mairie@campan.fr,"Adresse : Rue du Général-Leclerc,65710,Campan | Tél : 05 62 91 75 01 | Fax : 05 62 91 79 05",http://www.campan.fr,mairie,True,,left_only
mairie-65124-01,Mairie - Camparan,mairiecamparan@wanadoo.fr,"Adresse : Village,65170,Camparan | Tél : 05 62 39 55 77 | Fax : ",,mairie,True,,left_only
mairie-65125-01,Mairie - Campistrous,commune-de-campistrous@orange.fr,"Adresse : 3 place de la Mairie,65300,Campistrous | Tél : 05 62 98 20 05 | Fax : 05 62 98 20 05",,mairie,True,,left_only
mairie-65126-01,Mairie - Campuzan,commune-de-campuzan@orange.fr,"Adresse : Village,65230,Campuzan | Tél : 05 62 99 70 91 | Fax : ",,mairie,True,,left_only
mairie-65127-01,Mairie - Capvern,mairie.capvern@wanadoo.fr,"Adresse : 1 place Aragon,65130,Capvern | Tél : 05 62 40 95 95 | Fax : 05 62 40 95 99",,mairie,True,,left_only
mairie-65128-01,Mairie - Castelbajac,mairie.castelbajac@outlook.fr,"Adresse : 66 chemin du Château,65330,Castelbajac | Tél : 05 62 98 59 87 | Fax : 05 62 98 59 87",,mairie,True,,left_only
mairie-65129-01,Mairie - Castelnau-Magnoac,mairie-castelnau-magnoac@orange.fr,"Adresse : 16 rue du Corps-Franc-Pommiès,65230,Castelnau-Magnoac | Tél : 05 62 39 80 62 | Fax : 05 62 39 80 19",http://www.castelnau-magnoac.fr,mairie,True,,left_only
mairie-65130-01,Mairie - Castelnau-Rivière-Basse,mairie.castelnau.rb@wanadoo.fr,"Adresse : 2 place de la Mairie,65700,Castelnau-Rivière-Basse | Tél : 05 62 31 94 38 | Fax : 05 62 31 90 01",http://www.castelnau-riviere-basse.fr,mairie,True,,left_only
mairie-65131-01,Mairie - Castelvieilh,communecastelveilh@orange.fr,"Adresse : Le Village - 5 rue de l'Église,65350,Castelvieilh | Tél : 05 62 35 15 00 | Fax : ",,mairie,True,,left_only
mairie-65133-01,Mairie - Castéra-Lou,mairie.castera-lou@orange.fr,"Adresse : Rue de la Motte,65350,Castéra-Lou | Tél : 05 62 96 69 68 | Fax : ",http://www.castera-lou.fr,mairie,True,,left_only
mairie-65134-01,Mairie - Casterets,mairie-casterets@wanadoo.fr,"Adresse : Le Village,65230,Casterets | Tél : 05 62 99 81 08 | Fax : ",,mairie,True,,left_only
mairie-65135-01,Mairie - Castillon,mairiecastillon@wanadoo.fr,"Adresse : Le Village,65130,Castillon | Tél : 05 62 39 14 96 | Fax : ",,mairie,True,,left_only
mairie-65136-01,Mairie - Caubous,mairie-de-caubous@alsatis.net,"Adresse : 630 chemin départemental numéro 137,65230,Caubous | Tél : 05 62 39 80 30 | Fax : 05 62 39 80 30",,mairie,True,,left_only
mairie-65137-01,Mairie - Caussade-Rivière,mairie-de-caussade-riviere@wanadoo.fr,"Adresse : Village,65700,Caussade-Rivière | Tél : 05 62 96 30 85 | Fax : 05 62 96 30 85",,mairie,True,,left_only
mairie-65138-01,Mairie - Cauterets,secretariat-cauterets@wanadoo.fr,"Adresse : 3 place Georges-Clemenceau,65110,Cauterets | Tél : 05 62 92 50 34 | Fax : 05 62 92 55 58",http://www.ville-cauterets.fr,mairie,True,,left_only
mairie-65139-01,Mairie - Cazarilh,mairie.cazarilhbarousse@orange.fr,"Adresse : Le Village,65370,Cazarilh | Tél : 05 62 39 39 64 | Fax : ",,mairie,True,,left_only
mairie-65140-01,Mairie - Cazaux-Debat,communedecazauxdebat@orange.fr,"Adresse : Village,65590,Cazaux-Debat | Tél : 05 62 40 19 34 | Fax : ",,mairie,True,,left_only
mairie-65141-01,Mairie - Cazaux-Fréchet-Anéran-Camors,com-cazaux-frechet-anerans-camors@orange.fr,"Adresse : Le Village,65240,Cazaux-Fréchet-Anéran-Camors | Tél : 05 62 99 65 20 | Fax : ",,mairie,True,,left_only
mairie-65142-01,Mairie - Chelle-Debat,commune-de-chelle-debat@orange.fr,"Adresse : 11 place du Village,65350,Chelle-Debat | Tél : 05 62 33 14 65 | Fax : ",http://www.chelle-debat.fr,mairie,True,,left_only
mairie-65143-01,Mairie - Chelle-Spou,mairie.chellespou@orange.fr,"Adresse : 2 route du Bassia,65130,Chelle-Spou | Tél : 05 62 49 10 78 | Fax : ",http://chelle-spou.net,mairie,True,,left_only
mairie-65144-01,Mairie - Cheust,mairie.cheust@wanadoo.fr,"Adresse : 8 rue de la Lanne,65100,Cheust | Tél : 05 62 42 39 10 | Fax : 05 62 42 39 10",,mairie,True,,left_only
mairie-65145-01,Mairie - Chèze,mairie.cheze@wanadoo.fr,"Adresse : Village,65120,Chèze | Tél : 05 62 92 82 72 | Fax : 05 62 92 82 72",,mairie,True,,left_only
mairie-65146-01,Mairie - Chis,mairie.chis@wanadoo.fr,"Adresse : 1 place de la Mairie,65800,Chis | Tél : 05 62 36 28 34 | Fax : 05 62 36 28 34",,mairie,True,,left_only
mairie-65147-01,Mairie - Cieutat,mairie.cieutat@wanadoo.fr,"Adresse : 2 eth Castet,65200,Cieutat | Tél : 05 62 91 23 31 | Fax : ",,mairie,True,,left_only
mairie-65148-01,Mairie - Cizos,mairie-cizos@wanadoo.fr,"Adresse : Village,65230,Cizos | Tél : 05 62 39 80 64 | Fax : 05 62 39 80 64",,mairie,True,,left_only
mairie-65149-01,Mairie - Clarac,commune-de-clarac@orange.fr,"Adresse : Rue du Levant,65190,Clarac | Tél : 05 62 35 72 09 | Fax : ",http://clarac65.fr,mairie,True,,left_only
mairie-65150-01,Mairie - Clarens,mairie.clarens@orange.fr,"Adresse : 2 route du Bout-du-Hail,65300,Clarens | Tél : 05 62 98 51 12 | Fax : ",,mairie,True,,left_only
mairie-65151-01,Mairie - Collongues,communedecollongues@orange.fr,"Adresse : 33 rue des Cultivateurs,65350,Collongues | Tél : 05 62 35 38 84 | Fax : 05 62 35 38 84",,mairie,True,,left_only
mairie-65153-01,Mairie - Coussan,communedecoussan@orange.fr,"Adresse : Le Village,65350,Coussan | Tél : 05 62 35 04 97 | Fax : ",,mairie,True,,left_only
mairie-65155-01,Mairie - Devèze,mairie-deveze@wanadoo.fr,"Adresse : Le Village,65230,Devèze | Tél : 05 62 39 82 55 | Fax : 05 62 39 82 55",,mairie,True,,left_only
mairie-65156-01,Mairie - Dours,commune-de-dours@orange.fr,"Adresse : 54 rue des Pyrénées,65350,Dours | Tél : 05 62 31 19 95 | Fax : 05 62 33 28 67",,mairie,True,,left_only
mairie-65157-01,Mairie - Ens,commune.ens@orange.fr,"Adresse : Le Village,65170,Ens | Tél : 05 62 39 56 09 | Fax : ",,mairie,True,,left_only
mairie-65158-01,Mairie - Esbareich,communedesbareich@orange.fr,"Adresse : Le Village,65370,Esbareich | Tél : 05 62 39 20 39 | Fax : 05 62 39 20 39",,mairie,True,,left_only
